PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated
"1203253","Örvig, Mary (Nordiska museet [877150])","Den internationella flickboken i svensk tappning","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","143","170","1971","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","917108052X","","","","","","","urn:nbn:se:nordiskamuseet:diva-130","bd06f9fc-211f-4c25-9ee1-15e42eb4eac0","","Barnböcker","Litteraturvetenskap (60203)","Vardagsliv och berättande","","","","","","","","","","","","","","","","2018-05-02","2018-05-02","2019-03-18"
"1267791","Wallin, Sigurd (Nordiska museet [877150])","Den klassiska Strängnäsvyn","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","7","16","1947","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-981","d4532744-b84d-4523-9993-1da53f422155","","Strängnäs","Annan humaniora (605)","Byggnader och bebyggelse","","","","","","","","","","","","","","","","2018-12-04","2018-12-04","2018-12-04"
"1233877","Lithberg, Nils (Nordiska museet [877150])","Den korta herkuln eller handrocken","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","151","171","1930","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-340","a4c3d5b3-066d-40b7-9153-88abff563709","","Textil;Spinnrockar;Hantverk","Etnologi (60503)","Dräkt och textil","","","","","","","","","","","","","","","","2018-07-20","2018-07-20","2018-11-07"
"1304655","Zachrisson, Sune (Nordiska museet [877150])","Den kultiverade naturen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Den kultiverade naturen","9","16","1988","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1589","a0524d01-daed-4a3a-b437-c093950cd611","","Trädgårdar;Odling","Annan humaniora (605);Naturvetenskap (1)","Kulturväxter och genetisk mångfald;Hem och bostad","","","","","","","","","","","","","","","","2019-04-12","2019-04-12","2019-04-23"
"1292754","Wintzell, Inga (Nordiska museet [877150])","Den kvinnliga prästdräkten","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","131","134","1962","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1244","60fec87b-0732-4747-9eb9-b4dd55379b21","","Kvinnliga präster;Kläder;Sverige","Humaniora och konst (6)","Dräkt och textil;Insamling och samlingsvård;Nordiska museet","","","","","","","","","","","","","","","","2019-03-01","2019-03-01","2019-03-04"
"1247571","Wiklund, K B (Nordiska museet [877150])","Den lapska skedens ursprung","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","109","116","1922","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-850","b4815507-0e2b-4a9b-8635-8ec8fd52d67b","","Bestick;Skedar;Samer","Etnologi (60503)","Mat och dryck","","","","","","","","","","","","","","","","2018-09-12","2018-09-12","2018-11-14"
"1233430","Klein, Ernst (Nordiska museet [877150])","Den lapska torvkåtan som nordisk husform","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","187","221","1926","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-276","6f9cb1c6-397b-4263-98d8-ae87ac653000","","Boende;Samer;Kåtor;Torvkåtor","Etnologi (60503)","Hem och bostad","","","","","","","","","","","","","","","","2018-07-17","2018-07-17","2018-11-13"
"1248884","Hazelius-Berg, Gunnel (Nordiska museet [877150])","Den Lilliehöökska pällen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","163","178","1942","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-900","636be1f0-2e03-493a-8d8d-8268299dfe69","","Broderi","Etnologi (60503)","Dräkt och textil","","","","","","","","","","","","","","","","2018-09-17","2018-09-17","2018-11-01"
"1238856","Weibull, Lauritz (Nordiska museet [877150])","Den lundensiska Finnsägnen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","28","41","1908","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-570","a5419bc9-8895-497b-822c-ac37b654b0ae","","Sägner","Etnologi (60503)","Seder och bruk;Vardagsliv och berättande","","","","","","","","","","","","","","","","2018-08-14","2018-08-14","2020-09-08"
"1247411","Wallin, Sigurd (Nordiska museet [877150])","Den Löwenadlerska tennsamlingen i Nordiska nuseet","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","81","96","1919","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-829","998bc46f-6f12-47c3-9a97-6650d9099f67","","Metallbearbetning;Tennarbeten","Etnologi (60503)","Insamling och samlingsvård;Näringar och arbetsliv","","","","","","","","","","","","","","","","2018-09-12","2018-09-12","2018-11-14"
"1318360","Strese, Else-Marie (Nordiska museet [877150])","Den manipulativa människan","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Leva med naturen","23","40","1999","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1760","b288b00a-b9a6-4919-ae18-2636f7daed9e","","Naturbruk","Annan humaniora (605)","Naturbruk och agrarhistoria;Kulturhistoria","","","","","","","","","","","","","","","","2019-05-27","2019-05-27","2019-05-29"
"1248567","Bengtsson, Bengt (Nordiska museet [877150])","Den Möllenborgska verkstaden på Skansen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","173","188","1941","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-877","77bbfe06-573b-4b5e-b3fc-d9c64c18710d","","Guldsmeder;Smideskonst;Smideshantverk","Etnologi (60503)","Näringar och arbetsliv","","","","","","","","","","","","","","","","2018-09-17","2018-09-17","2018-11-01"
"1304960","Szabó, Mátyás (Nordiska museet [877150])","Den nya konsumenten beträder scenen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","90tal : visioner och vägval","130","154","1991","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1617","09424ba2-7e4e-49f8-b722-1406dc7df726","","Konsumenter;Konsumtion","Humaniora och konst (6)","Materiell kultur;Historia","","","","","","","","","","","","","","","","2019-04-15","2019-04-15","2019-04-24"
"1292944","Unnerbäck, Reine (Nordiska museet [877150])","Den nya orgeln i Seglora kyrka på Skansen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","139","143","1963","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1264","09067518-e8fd-4ccc-8ccc-cfe0450b7681","","Orglar;Seglora kyrka;Skansen","Musik (60402)","Skansen","","","","","","","","","","","","","","","","2019-03-01","2019-03-01","2019-03-04"
"1305435","Bonge-Bergengren, Inger (Nordiska museet [877150])","Den nödvändiga sältan","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Mat","123","141","1989","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1642","18788b20-3026-45de-8bd6-6acb43c0b705","","Livsmedel;Salt - framställning;tillverkning etc.","Annan humaniora (605)","Mat och dryck","","","","","","","","","","","","","","","","2019-04-16","2019-04-16","2019-04-23"
"1233836","Lithberg, Nils (Nordiska museet [877150])","Den ostsvenska sädesskäran","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","133","136","1930","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-338","b11d34fc-1322-4bb8-9bc2-8d8670cdee84","","Jordbruksarbete","Etnologi (60503)","Näringar och arbetsliv","","","","","","","","","","","","","","","","2018-07-19","2018-07-19","2018-11-07"
"1354082","Womack, Anna (Nordiska museet [877150])","Den osynliga markisinnan : Caroline Russel Lagergren på Tyresö slott","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Vår vardag - ditt museum","10","27","2017","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-2037","b448b262-d85c-4a5a-bd3e-bc1c82507132","","Caroline Russel Lagergren;Tyresö slott","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-09-24","2019-09-24","2019-10-15"
"1302291","Conradson, Birgitta (Nordiska museet [877150])","Den osynliga samlingen?","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","243","252","1983","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1540","bfff471e-16eb-477d-a46f-3edba0feb77b","","Samtidsdokumentation;Kontorsarbete","Historia (60101)","Historia;Näringar och arbetsliv;Insamling och samlingsvård","","","","","","","","","","","","","","","","2019-04-04","2019-04-04","2019-04-05"
"1269612","Stjernswärd, Brita (Nordiska museet [877150]);Geijer, Agnes (Nordiska museet [877150])","Den sergellska mässhaken i Sövde kyrka","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","115","130","1948","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1005","36b6e95b-612f-48ba-be06-26f601f68bcb","","Mässhakar;Kyrkotextilier","Humaniora och konst (6)","Dräkt och textil","","","","","","","","","","","","","","","","2018-12-11","2018-12-11","2018-12-11"
"1296523","Tillhagen, Carl-Herman (Nordiska museet [877150])","Den som klär ut sig till brud blir aldrig gift","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","73","84","1969","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1394","4c9a23bb-298b-4b73-89d9-488c7ce33f49","","Äktenskap;Folktro;Folkseder","Annan humaniora (605)","Seder och bruk;Kulturhistoria","","","","","","","","","","","","","","","","2019-03-15","2019-03-15","2019-03-15"
"1248598","Strömberg, Elisabeth (Nordiska museet [877150])","Den spelande haren eller Kung david med harpan","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","222","223","1941","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-885","7802788d-6743-4715-b554-c7399a7cc4ac","","Vävnadskonst;Bildvävnader","Etnologi (60503)","Dräkt och textil","","","","","","","","","","","","","","","","2018-09-17","2018-09-17","2018-11-01"
"1246715","Erixon, Sigurd (Nordiska museet [877150])","Den stora dryckesbollen med Peder Turesson Bielkes och hans frus anvapen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","193","213","1915","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-790","3a139876-005f-4172-b5b7-26844fcc665c","","Dryckeskärl","Etnologi (60503)","Mat och dryck","","","","","","","","","","","","","","","","2018-09-10","2018-09-10","2018-11-15"
"1246845","Wallin, Sigurd (Nordiska museet [877150])","Den svenska prästgårdarna","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","129","142","1918","","","Stockhplm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-819","6c68c12b-4438-4bda-8bc5-75071da02c2d","","Prästgårdar","Etnologi (60503);Arkitektur (60405)","Hem och bostad","","","","","","","","","","","","","","","","2018-09-10","2018-09-10","2018-11-14"
"1290484","Erixon, Sigurd (Nordiska museet [877150])","Den sydsvenska fyrkantsgården","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årbok","175","178","1958","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1164","6bb0262d-b3e1-4c66-89cf-8ee342c50637","","Byggnader;Bondgårdar","Arkitektur (60405)","Byggnader och bebyggelse","","","","","","","","","","","","","","","","2019-02-20","2019-02-20","2019-02-25"
"1265751","Lindblom, Andreas (Nordiska museet [877150])","Den syttende mai 1945","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","7","13","1946","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-964","11848299-f8f6-4b71-bdb3-12c8ee78ae5b","","Nationaldagsfirande;Norge","Kulturstudier (60502)","Livets och årets högtider","","","","","","","","","","","","","","","","2018-11-26","2018-11-26","2018-11-28"
"1297767","Nordland, Odd","Den tomme stolen og døde-måltiet","Kapitel i bok, del av antologi","Övrigt vetenskapligt","nor","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","179","184","1976","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1450","ea794449-5562-49fc-bcd6-3c1fd2b70490","","Begravningsseder;Döden","Etnologi (60503)","Etnologi;Seder och bruk","","","","","","","","","","","","","","","","2019-03-21","2019-03-21","2019-03-25"
"1247481","Collin, Maria (Nordiska museet [877150])","Den äldsta kända flätningen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","53","58","1922","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-845","1a999618-0e18-4196-8593-c69ea19e6ff2","","Handarbete;Flätning","Etnologi (60503)","Dräkt och textil","","","","","","","","","","","","","","","","2018-09-12","2018-09-12","2018-11-14"
"1283333","Lindblom, Andreas (Nordiska museet [877150])","Det Banérska familjesmycket : ett minne från Linköpings blodbad","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","7","16","1952","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1066","22607fce-f4fe-4554-becf-d0475713ea7c","","Smycken","Konst (604)","Insamling och samlingsvård;Nordiska museet;Kulturhistoria","","","","","","","","","","","","","","","","2019-01-29","2019-01-29","2019-01-29"
"1245812","Lithberg, Nils (Nordiska museet [877150])","Det gottländska bidlaget","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","41","48","1915","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-773","ced3d82e-6df3-416d-8797-926ed763e3ea","","Bynamn;Gårdsnamn;Ortnamn","Etnologi (60503)","Etnologi","","","","","","","","","","","","","","","","2018-09-06","2018-09-06","2018-11-15"
